product;subsystem;system_element;function;failure_effect;severity;failure_mode;failure_cause;occurrence;detection;measure_type;measure_name
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil loading in filters;5;4;preventive;Supplier Specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil loading in filters;5;4;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil loading in filters;5;4;preventive;Test Bench Measurement
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil loading in filters;5;4;preventive;Endurance Testing
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil loading in filters;5;4;preventive;FPQ
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil loading in filters;5;4;preventive;Maintenance Plan Blow-By Filter
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil loading in filters;5;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil loading in filters;5;4;detective;Blow-By Filter differential pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil deposit build up (residue on filter mesh and elements etc.);5;2;preventive;Maintenance Plan regarding filter and pre-separator
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil deposit build up (residue on filter mesh and elements etc.);5;2;preventive;Design according to GASENDP046
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil deposit build up (residue on filter mesh and elements etc.);5;2;detective;MCE functional testing (CCV (blow-by) system)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil deposit build up (residue on filter mesh and elements etc.);5;2;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil deposit build up (residue on filter mesh and elements etc.);5;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Oil deposit build up (residue on filter mesh and elements etc.);5;2;detective;Blow-by filter pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Maintenance (oil & filter & oil level);2;4;preventive;Maintenance Plan and Instruction
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Maintenance (oil & filter & oil level);2;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Maintenance (oil & filter & oil level);2;4;detective;Blow-By Filter pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;CCV (blow-by) system design;3;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;CCV (blow-by) system design;3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;CCV (blow-by) system design;3;2;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;CCV (blow-by) system design;3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Design for vibration;3;4;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Design for vibration;3;4;preventive;FEA Simulation
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Design for vibration;3;4;detective;MCE Vibration and modal test (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Design for vibration;3;4;detective;Field Validation (Vibration monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Piping design;3;4;preventive;GASENGDP048 Piping
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Piping design;3;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Piping design;3;4;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Piping design;3;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Gasket & O-Ring design;2;2;preventive;O-Ring specification catalogues
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Gasket & O-Ring design;2;2;preventive;O-Ring calculation
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Gasket & O-Ring design;2;2;preventive;Gasket specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Gasket & O-Ring design;2;2;detective;MCE Functional Testing (CCV-System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment;Gasket & O-Ring design;2;2;detective;Field Validation (Daily Inspection)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;CCV (blow-by) system design;3;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;CCV (blow-by) system design;3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;CCV (blow-by) system design;3;2;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;CCV (blow-by) system design;3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Design for vibration;3;4;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Design for vibration;3;4;preventive;FEA Simulation
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Design for vibration;3;4;detective;MCE Vibration and modal test (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Design for vibration;3;4;detective;Field Validation (Vibration monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Piping design;3;4;preventive;GASENGDP048 Piping
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Piping design;3;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Piping design;3;4;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Piping design;3;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Gasket & O-Ring design;2;2;preventive;O-Ring specification catalogues
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Gasket & O-Ring design;2;2;preventive;O-Ring calculation
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Gasket & O-Ring design;2;2;preventive;Gasket specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Gasket & O-Ring design;2;2;detective;MCE Functional Testing (CCV-System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;Gasket & O-Ring design;2;2;detective;Field Validation (Daily Inspection)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;O-Ring aging;3;4;preventive;Design Guideline (Material Selection)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;O-Ring aging;3;4;preventive;Maintenance Plan
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;O-Ring aging;3;4;preventive;FPQ
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Oil leakage to environment;4;Oil leakage to environment over time;O-Ring aging;3;4;detective;Visual Inspection (Daily Inspection)
