row_id,Product,Subsystem,SystemElement,Function,FailureMode,FailureCause,FailureEffect,PreventiveMeasure,DetectiveMeasure,SeverityRating,OccurrenceRating,DetectionRating
400,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Provide load path from CH to crankcase,Insufficient contact between head and gasket,Wrong maintenance,Combustion gas is exiting (combustion chamber),,,,,
401,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Provide load path from CH to crankcase,Insufficient contact between liner and crankcase,Crankcase design,Engine shutdown due to liner crack,,,,,
402,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Provide load path from CH to crankcase,Insufficient contact between liner and crankcase,Assembly process / Design for assembly,Engine shutdown due to liner crack,,,,,
403,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Provide load path from CH to crankcase,Insufficient contact between liner and crankcase,Bolted joint design,Engine shutdown due to liner crack,,,,,
404,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Provide load path from CH to crankcase,Insufficient contact between liner and crankcase,"Liner landing design (geometry, roughness, etc.)",Engine shutdown due to liner crack,,,,,
405,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Provide load path from CH to crankcase,Insufficient contact between liner and crankcase,Geometry tolerances / wrong tolerance specification,Engine shutdown due to liner crack,,,,,
406,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Provide load path from CH to crankcase,Insufficient contact between liner and crankcase,Part is not machined to spec,Engine shutdown due to liner crack,,,,,
407,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Provide load path from CH to crankcase,Insufficient contact between liner and crankcase,"Liner design (geometry, material etc.)",Engine shutdown due to liner crack,,,,,
408,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Provide load path from CH to crankcase,Insufficient contact between liner and crankcase,Wrong maintenance,Engine shutdown due to liner crack,,,,,
409,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,Crankcase design,Engine stop because of engine damage,,,,,
410,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,Assembly process / Design for assembly,Engine stop because of engine damage,,,,,
411,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,Geometry tolerances / wrong tolerance specification,Engine stop because of engine damage,,,,,
412,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,Part is not machined to spec,Engine stop because of engine damage,,,,,
413,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,"Liner design (geometry, material etc.)",Engine stop because of engine damage,,,,,
414,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,Wrong maintenance,Engine stop because of engine damage,,,,,
415,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,Deposit build up (oil),Engine stop because of engine damage,,,,,
416,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,Liner honing,Engine stop because of engine damage,,,,,
417,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,Piston offset,Engine stop because of engine damage,,,,,
418,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion over time,Liner surface wear,Engine stop because of engine damage,,,,,
419,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion,Crankcase design,Engine stop because of engine damage,,,,,
420,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion,Assembly process / Design for assembly,Engine stop because of engine damage,,,,,
421,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion,Geometry tolerances / wrong tolerance specification,Engine stop because of engine damage,,,,,
422,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion,Part is not machined to spec,Engine stop because of engine damage,,,,,
423,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion,"Liner design (geometry, material etc.)",Engine stop because of engine damage,,,,,
424,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion,APR design,Engine stop because of engine damage,,,,,
425,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion,Wrong maintenance,Engine stop because of engine damage,,,,,
426,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion,Liner honing,Engine stop because of engine damage,,,,,
427,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Adverse piston motion,Piston offset,Engine stop because of engine damage,,,,,
428,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Excessive liner deformation,Crankcase design,Piston ring conformability impaired,,,,,
429,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Excessive liner deformation,"Transient engine operation (start up, cool down)",Piston ring conformability impaired,,,,,
430,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Excessive liner deformation,"Liner landing design (geometry, roughness, etc.)",Piston ring conformability impaired,,,,,
431,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Excessive liner deformation,Geometry tolerances / wrong tolerance specification,Piston ring conformability impaired,,,,,
432,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Excessive liner deformation,Part is not machined to spec,Piston ring conformability impaired,,,,,
433,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Excessive liner deformation,"Liner design (geometry, material etc.)",Piston ring conformability impaired,,,,,
434,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Excessive liner deformation,Piston offset,Piston ring conformability impaired,,,,,
435,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Guidance for power unit,Excessive liner deformation,Liner surface wear,Piston ring conformability impaired,,,,,
436,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Absorption of piston loads,Excessive liner deformation,Crankcase design,Piston ring conformability impaired,,,,,
437,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Absorption of piston loads,Excessive liner deformation,"Transient engine operation (start up, cool down)",Piston ring conformability impaired,,,,,
438,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Absorption of piston loads,Excessive liner deformation,"Liner landing design (geometry, roughness, etc.)",Piston ring conformability impaired,,,,,
439,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Absorption of piston loads,Excessive liner deformation,Geometry tolerances / wrong tolerance specification,Piston ring conformability impaired,,,,,
440,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Absorption of piston loads,Excessive liner deformation,Part is not machined to spec,Piston ring conformability impaired,,,,,
441,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Absorption of piston loads,Excessive liner deformation,"Liner design (geometry, material etc.)",Piston ring conformability impaired,,,,,
442,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Absorption of piston loads,Excessive liner deformation,Piston offset,Piston ring conformability impaired,,,,,
443,Gas Engine Type 4,Engine Block,Cylinder liner assembly,Absorption of piston loads,Excessive liner deformation,Liner surface wear,Piston ring conformability impaired,,,,,
444,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Honing structure of liner,High oil consumption,,,,,
445,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Wear of liner honing structure,High oil consumption,,,,,
446,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Oil type and maintenance,High oil consumption,,,,,
447,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Thermal boundary conditions,High oil consumption,,,,,
448,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Misalignment of PCJ (assembly and maintenance),High oil consumption,,,,,
449,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Honing structure of liner,Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
450,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Wear of liner honing structure,Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
451,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Oil type and maintenance,Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
452,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Thermal boundary conditions,Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
453,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner,Misalignment of PCJ (assembly and maintenance),Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
454,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too little oil on the liner,Honing structure of liner,"Increased bore polishing leading to increased blow-by, eventually causing scuffing --> piston/ring seizure",,,,,
455,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too little oil on the liner,Wear of liner honing structure,"Increased bore polishing leading to increased blow-by, eventually causing scuffing --> piston/ring seizure",,,,,
456,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too little oil on the liner,Oil type and maintenance,"Increased bore polishing leading to increased blow-by, eventually causing scuffing --> piston/ring seizure",,,,,
457,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too little oil on the liner,Thermal boundary conditions,"Increased bore polishing leading to increased blow-by, eventually causing scuffing --> piston/ring seizure",,,,,
458,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too little oil on the liner,Misalignment of PCJ (assembly and maintenance),"Increased bore polishing leading to increased blow-by, eventually causing scuffing --> piston/ring seizure",,,,,
459,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Honing structure of liner,High oil consumption,,,,,
460,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Wear of liner honing structure,High oil consumption,,,,,
461,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Oil type and maintenance,High oil consumption,,,,,
462,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Thermal boundary conditions,High oil consumption,,,,,
463,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Misalignment of PCJ (assembly and maintenance),High oil consumption,,,,,
464,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Honing structure of liner,Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
465,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Wear of liner honing structure,Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
466,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Oil type and maintenance,Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
467,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Thermal boundary conditions,Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
468,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too much oil on the liner over time,Misalignment of PCJ (assembly and maintenance),Piston deposit build up -> Scuffing --> piston/ring seizure,,,,,
469,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too little oil on the liner over time,Honing structure of liner,"Increased bore polishing leading to increased blow-by, eventually causing scuffing --> piston/ring seizure",,,,,
470,Gas Engine Type 4,Engine Block,Crankcase,Direct oil to cylinder liner assembly,Too little oil on the liner over time,Wear of liner honing structure,"Increased bore polishing leading to increased blow-by, eventually causing scuffing --> piston/ring seizure",,,,,
